squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Monaco,25.0,58.0,10.0,110.0,900.0,14.0,11.0,3.0,3.0,21.0,1.0,1.4,1.1,2.5,1.1,2.2,13.6,11.3,9.2,1.36,0.92,2.28,1.13,2.05,10.0,10.0,900.0,13.0,1.3,30.0,20.0,63.3,4.0,2.0,4.0,1.0,10.0,3.0,2.0,0.0,1.0,10.0,0.0,2.0,1.0,10.7,0.3,-1.3,-0.13,39.0,126.0,31.0,224.0,33.0,39.3,37.0,66.0,57.6,47.2,60.0,5.0,8.3,7.0,0.7,16.9,98.0,28.0,5.0,28.6,9.8,2.8,0.11,0.39,0.12,0.4,-0.3,4758.0,5752.0,82.7,92482.0,27358.0,1823.0,2039.0,89.4,2260.0,2528.0,89.4,624.0,1020.0,61.2,1.8,75.0,374.0,97.0,20.0,403.0,5258.0,494.0,126.0,11.0,827.0,136.0,116.0,53.0,18.0,32.0,0.0,4176.0,738.0,838.0,1621.0,3548.0,191.0,222.0,79.0,23.0,79.0,176.0,112.0,166.0,16.6,109.0,21.0,8.0,11.0,12.0,26.0,2.6,21.0,1.0,2.0,0.0,2.0,0.0,245.0,154.0,99.0,126.0,20.0,92.0,210.0,43.8,118.0,1553.0,531.0,34.2,425.0,744.0,384.0,96.0,16.0,0.0,80.0,151.0,158.0,2.0,6840.0,521.0,1774.0,3772.0,1695.0,247.0,6367.0,97.0,173.0,56.1,103.0,7.0,4637.0,22326.0,12252.0,538.0,153.0,43.0,5544.0,4758.0,85.8,137.0,122.0,0.0,122.0,119.0,22.0,2.0,3.0,1.0,814.0,125.0,126.0,49.8
Montpellier,22.0,50.0,10.0,110.0,900.0,16.0,11.0,0.0,0.0,20.0,3.0,1.6,1.1,2.7,1.6,2.7,11.8,11.8,7.8,1.18,0.78,1.96,1.18,1.96,10.0,10.0,900.0,16.0,1.6,49.0,34.0,67.3,3.0,4.0,3.0,2.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,1.0,13.3,0.27,-1.7,-0.17,70.0,156.0,44.9,286.0,55.0,39.9,35.5,88.0,47.7,40.7,82.0,8.0,9.8,3.0,0.3,13.6,129.0,45.0,9.0,34.9,12.9,4.5,0.12,0.36,0.09,4.2,4.2,3702.0,4698.0,78.8,73202.0,25642.0,1507.0,1724.0,87.4,1506.0,1774.0,84.9,594.0,978.0,60.7,3.2,89.0,245.0,84.0,29.0,313.0,4154.0,544.0,131.0,6.0,502.0,158.0,143.0,54.0,22.0,18.0,6.0,2991.0,715.0,992.0,1106.0,2977.0,212.0,239.0,76.0,8.0,107.0,145.0,119.0,192.0,19.2,135.0,14.0,15.0,7.0,11.0,24.0,2.4,14.0,3.0,1.0,3.0,2.0,1.0,179.0,109.0,89.0,63.0,27.0,52.0,164.0,31.7,112.0,1389.0,409.0,29.4,468.0,600.0,321.0,115.0,25.0,0.0,90.0,152.0,175.0,0.0,5796.0,706.0,1974.0,2781.0,1392.0,198.0,5268.0,102.0,167.0,61.1,111.0,4.0,3535.0,18904.0,10466.0,390.0,113.0,30.0,4362.0,3702.0,84.9,122.0,119.0,3.0,113.0,121.0,8.0,0.0,0.0,1.0,782.0,126.0,150.0,45.7
Nantes,21.0,41.0,10.0,110.0,900.0,13.0,10.0,2.0,2.0,17.0,0.0,1.3,1.0,2.3,1.1,2.1,12.4,10.9,8.7,1.24,0.87,2.11,1.09,1.96,10.0,10.0,900.0,11.0,1.1,38.0,27.0,71.1,4.0,2.0,4.0,2.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,11.1,0.3,0.1,0.01,51.0,175.0,29.1,213.0,23.0,49.3,44.9,76.0,92.1,64.9,67.0,5.0,7.5,4.0,0.4,14.6,110.0,38.0,6.0,34.5,11.0,3.8,0.1,0.29,0.1,0.6,0.1,2859.0,3855.0,74.2,56976.0,21610.0,1120.0,1328.0,84.3,1231.0,1490.0,82.6,454.0,866.0,52.4,1.3,80.0,246.0,51.0,19.0,254.0,3362.0,493.0,112.0,1.0,636.0,110.0,104.0,48.0,25.0,14.0,7.0,2344.0,583.0,928.0,1067.0,2179.0,181.0,236.0,50.0,12.0,102.0,132.0,116.0,167.0,16.7,107.0,21.0,11.0,11.0,11.0,21.0,2.1,12.0,3.0,3.0,2.0,1.0,0.0,210.0,127.0,102.0,79.0,29.0,74.0,183.0,40.4,109.0,1624.0,447.0,27.5,526.0,760.0,338.0,134.0,33.0,2.0,101.0,172.0,192.0,2.0,5040.0,516.0,1634.0,2351.0,1331.0,213.0,4551.0,77.0,161.0,47.8,86.0,6.0,2750.0,13724.0,7702.0,297.0,85.0,46.0,3568.0,2859.0,80.1,152.0,113.0,0.0,123.0,107.0,15.0,1.0,0.0,0.0,814.0,188.0,174.0,51.9
Nice,23.0,53.1,9.0,99.0,810.0,17.0,10.0,2.0,4.0,18.0,0.0,1.89,1.11,3.0,1.67,2.78,20.1,17.3,13.2,2.01,1.32,3.33,1.73,3.05,9.0,9.0,810.0,5.0,0.56,27.0,23.0,85.2,5.0,2.0,2.0,5.0,55.6,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,7.6,0.25,2.6,0.26,36.0,96.0,37.5,161.0,31.0,36.6,33.8,57.0,64.9,49.8,68.0,5.0,7.4,6.0,0.67,15.8,111.0,42.0,2.0,37.8,12.33,4.67,0.14,0.36,0.15,-3.1,-2.3,3883.0,4687.0,82.8,76518.0,24047.0,1424.0,1597.0,89.2,1835.0,2059.0,89.1,564.0,870.0,64.8,-3.2,86.0,253.0,66.0,17.0,288.0,4300.0,387.0,98.0,14.0,627.0,89.0,95.0,45.0,14.0,21.0,3.0,3359.0,559.0,769.0,1577.0,2644.0,145.0,173.0,55.0,10.0,75.0,133.0,78.0,186.0,18.6,127.0,18.0,14.0,13.0,10.0,27.0,2.7,20.0,0.0,1.0,4.0,2.0,0.0,167.0,88.0,83.0,65.0,19.0,66.0,155.0,42.6,89.0,1287.0,395.0,30.7,381.0,607.0,299.0,126.0,32.0,1.0,94.0,158.0,165.0,0.0,5718.0,480.0,1807.0,3020.0,1269.0,198.0,5345.0,91.0,139.0,65.5,96.0,5.0,3953.0,19670.0,10569.0,414.0,127.0,28.0,4419.0,3883.0,87.9,126.0,107.0,0.0,128.0,85.0,10.0,1.0,1.0,0.0,723.0,137.0,113.0,54.8
Paris S-G,27.0,63.8,10.0,110.0,900.0,23.0,15.0,2.0,2.0,19.0,0.0,2.3,1.5,3.8,2.1,3.6,17.6,16.2,12.6,1.76,1.26,3.02,1.62,2.88,10.0,10.0,900.0,10.0,1.0,35.0,25.0,71.4,9.0,0.0,1.0,3.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,9.3,0.27,-0.7,-0.07,24.0,39.0,61.5,209.0,56.0,13.4,25.3,64.0,17.2,23.9,80.0,7.0,8.8,6.0,0.6,13.6,134.0,39.0,8.0,29.1,13.4,3.9,0.16,0.54,0.12,5.4,4.8,6181.0,6885.0,89.8,108980.0,30615.0,2878.0,3095.0,93.0,2579.0,2772.0,93.0,617.0,819.0,75.3,2.4,97.0,480.0,101.0,17.0,415.0,6453.0,432.0,123.0,17.0,827.0,133.0,116.0,52.0,22.0,10.0,1.0,5652.0,687.0,546.0,2243.0,4243.0,100.0,174.0,77.0,15.0,59.0,181.0,98.0,221.0,22.1,173.0,8.0,16.0,6.0,11.0,35.0,3.5,26.0,1.0,2.0,4.0,1.0,1.0,175.0,106.0,61.0,72.0,42.0,59.0,178.0,33.1,119.0,1316.0,368.0,28.0,362.0,526.0,428.0,115.0,35.0,0.0,80.0,135.0,139.0,2.0,7971.0,613.0,1959.0,4295.0,2278.0,297.0,7560.0,133.0,235.0,56.6,142.0,7.0,5925.0,28308.0,16032.0,692.0,225.0,63.0,6760.0,6181.0,91.4,125.0,119.0,0.0,101.0,102.0,17.0,1.0,0.0,0.0,646.0,85.0,69.0,55.2
Reims,25.0,42.7,10.0,110.0,900.0,11.0,8.0,1.0,1.0,17.0,1.0,1.1,0.8,1.9,1.0,1.8,9.2,8.4,6.9,0.92,0.69,1.61,0.84,1.53,10.0,10.0,900.0,12.0,1.2,33.0,22.0,66.7,2.0,5.0,3.0,3.0,30.0,1.0,1.0,0.0,0.0,10.0,0.0,3.0,0.0,9.7,0.26,-2.3,-0.23,49.0,149.0,32.9,252.0,47.0,44.8,40.9,63.0,57.1,45.7,98.0,4.0,4.1,10.0,1.0,16.4,103.0,33.0,0.0,32.0,10.3,3.3,0.1,0.3,0.08,1.8,1.6,3159.0,4104.0,77.0,62649.0,21327.0,1220.0,1429.0,85.4,1369.0,1601.0,85.5,501.0,883.0,56.7,1.1,77.0,160.0,67.0,13.0,250.0,3585.0,519.0,153.0,3.0,538.0,151.0,105.0,49.0,19.0,20.0,3.0,2558.0,671.0,875.0,1304.0,2238.0,173.0,230.0,68.0,14.0,96.0,150.0,123.0,164.0,16.4,110.0,17.0,15.0,7.0,9.0,19.0,1.9,9.0,2.0,3.0,1.0,3.0,1.0,181.0,109.0,95.0,69.0,17.0,65.0,143.0,45.5,78.0,1390.0,432.0,31.1,467.0,654.0,269.0,141.0,33.0,0.0,108.0,188.0,198.0,3.0,5279.0,637.0,2068.0,2355.0,1219.0,190.0,4773.0,92.0,168.0,54.8,104.0,11.0,3296.0,16713.0,9117.0,334.0,113.0,23.0,3918.0,3159.0,80.6,135.0,115.0,0.0,123.0,136.0,17.0,1.0,0.0,0.0,761.0,133.0,167.0,44.3
Rennes,26.0,53.4,10.0,110.0,900.0,15.0,12.0,0.0,0.0,18.0,1.0,1.5,1.2,2.7,1.5,2.7,13.3,13.3,9.7,1.33,0.97,2.3,1.33,2.3,10.0,10.0,900.0,9.0,0.9,31.0,20.0,71.0,4.0,3.0,3.0,4.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,9.0,0.32,0.0,0.0,50.0,104.0,48.1,248.0,55.0,24.6,28.9,70.0,61.4,49.5,107.0,6.0,5.6,5.0,0.5,14.0,134.0,44.0,4.0,32.8,13.4,4.4,0.11,0.34,0.1,1.7,1.7,4401.0,5168.0,85.2,91287.0,26986.0,1530.0,1711.0,89.4,2034.0,2258.0,90.1,779.0,1058.0,73.6,2.3,104.0,261.0,89.0,20.0,349.0,4721.0,447.0,99.0,9.0,661.0,160.0,109.0,57.0,18.0,28.0,5.0,3850.0,598.0,720.0,1540.0,3158.0,128.0,202.0,74.0,12.0,67.0,153.0,92.0,218.0,21.8,156.0,24.0,7.0,13.0,9.0,27.0,2.7,23.0,0.0,2.0,1.0,0.0,1.0,156.0,90.0,66.0,55.0,35.0,73.0,161.0,45.3,88.0,1361.0,361.0,26.5,398.0,587.0,376.0,135.0,28.0,0.0,107.0,123.0,206.0,4.0,6261.0,638.0,2066.0,3088.0,1545.0,249.0,5833.0,73.0,150.0,48.7,78.0,9.0,4360.0,22921.0,12754.0,447.0,134.0,39.0,5008.0,4401.0,87.9,103.0,114.0,1.0,137.0,88.0,13.0,0.0,0.0,0.0,659.0,135.0,128.0,51.3
Saint-Étienne,26.0,48.7,10.0,110.0,900.0,9.0,4.0,3.0,3.0,22.0,2.0,0.9,0.4,1.3,0.6,1.0,12.5,10.3,7.3,1.25,0.73,1.98,1.03,1.76,10.0,10.0,897.0,23.0,2.31,54.0,33.0,59.3,0.0,4.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,2.0,1.0,18.9,0.33,-3.1,-0.31,62.0,160.0,38.8,224.0,50.0,44.2,38.8,85.0,71.8,55.4,77.0,4.0,5.2,11.0,1.1,15.5,122.0,39.0,4.0,32.0,12.2,3.9,0.05,0.15,0.09,-3.5,-4.3,3548.0,4494.0,78.9,67918.0,23166.0,1542.0,1738.0,88.7,1364.0,1622.0,84.1,530.0,902.0,58.8,-3.3,89.0,214.0,71.0,23.0,265.0,3958.0,536.0,138.0,3.0,634.0,184.0,122.0,47.0,19.0,21.0,1.0,3026.0,627.0,841.0,1394.0,2533.0,175.0,233.0,68.0,18.0,94.0,154.0,101.0,183.0,18.3,127.0,21.0,12.0,7.0,11.0,12.0,1.2,6.0,2.0,0.0,1.0,2.0,1.0,203.0,120.0,94.0,89.0,20.0,60.0,178.0,33.7,118.0,1467.0,483.0,32.9,499.0,661.0,307.0,169.0,33.0,0.0,136.0,137.0,193.0,6.0,5824.0,606.0,1961.0,2891.0,1368.0,201.0,5312.0,104.0,196.0,53.1,113.0,8.0,3581.0,18690.0,10354.0,402.0,142.0,38.0,4159.0,3548.0,85.3,170.0,137.0,0.0,131.0,124.0,20.0,2.0,1.0,1.0,878.0,127.0,147.0,46.4
Strasbourg,22.0,48.4,10.0,110.0,900.0,16.0,13.0,2.0,2.0,23.0,2.0,1.6,1.3,2.9,1.4,2.7,12.7,11.2,8.2,1.27,0.82,2.09,1.12,1.93,10.0,10.0,900.0,15.0,1.5,44.0,32.0,70.5,4.0,2.0,4.0,2.0,20.0,2.0,2.0,0.0,0.0,10.0,0.0,2.0,1.0,15.7,0.33,1.7,0.17,53.0,117.0,45.3,208.0,36.0,46.2,38.0,57.0,36.8,37.6,72.0,7.0,9.7,4.0,0.4,14.1,95.0,32.0,2.0,33.7,9.5,3.2,0.15,0.44,0.12,3.3,2.8,3939.0,4916.0,80.1,77744.0,24853.0,1563.0,1754.0,89.1,1703.0,1966.0,86.6,590.0,1010.0,58.4,4.8,64.0,249.0,75.0,26.0,331.0,4439.0,477.0,124.0,7.0,570.0,179.0,137.0,47.0,11.0,28.0,5.0,3321.0,660.0,935.0,1441.0,2950.0,141.0,213.0,65.0,11.0,75.0,164.0,116.0,137.0,13.7,101.0,12.0,7.0,10.0,5.0,27.0,2.7,20.0,1.0,2.0,3.0,1.0,0.0,207.0,116.0,102.0,73.0,32.0,79.0,181.0,43.6,102.0,1534.0,412.0,26.9,531.0,657.0,346.0,135.0,31.0,0.0,104.0,176.0,181.0,0.0,6037.0,633.0,2010.0,3031.0,1389.0,203.0,5590.0,86.0,135.0,63.7,91.0,5.0,3788.0,19937.0,10655.0,368.0,112.0,25.0,4697.0,3939.0,83.9,127.0,101.0,1.0,146.0,111.0,14.0,1.0,2.0,1.0,772.0,153.0,142.0,51.9
Troyes,28.0,40.0,10.0,110.0,900.0,8.0,8.0,0.0,0.0,22.0,2.0,0.8,0.8,1.6,0.8,1.6,10.4,10.4,7.9,1.04,0.79,1.83,1.04,1.83,10.0,10.0,900.0,14.0,1.4,41.0,29.0,70.7,2.0,3.0,5.0,2.0,20.0,2.0,2.0,0.0,0.0,10.0,0.0,4.0,0.0,13.3,0.28,-0.7,-0.07,90.0,201.0,44.8,287.0,50.0,50.9,41.0,82.0,67.1,47.9,106.0,8.0,7.5,7.0,0.7,13.3,103.0,41.0,3.0,39.8,10.3,4.1,0.08,0.2,0.1,-2.4,-2.4,3231.0,4083.0,79.1,64792.0,23192.0,1299.0,1474.0,88.1,1340.0,1555.0,86.2,530.0,894.0,59.3,0.1,67.0,181.0,68.0,27.0,226.0,3622.0,461.0,137.0,11.0,603.0,129.0,105.0,36.0,20.0,14.0,0.0,2695.0,572.0,816.0,1277.0,2359.0,115.0,182.0,72.0,11.0,72.0,149.0,92.0,154.0,15.4,103.0,16.0,14.0,9.0,6.0,12.0,1.2,10.0,2.0,0.0,0.0,0.0,0.0,182.0,102.0,107.0,60.0,15.0,61.0,162.0,37.7,101.0,1512.0,405.0,26.8,578.0,746.0,188.0,137.0,30.0,2.0,107.0,171.0,181.0,1.0,5208.0,726.0,2164.0,2266.0,1072.0,175.0,4764.0,90.0,161.0,55.9,100.0,8.0,3334.0,16110.0,8517.0,297.0,91.0,20.0,3848.0,3231.0,84.0,125.0,118.0,2.0,110.0,118.0,12.0,0.0,2.0,0.0,708.0,108.0,132.0,45.0
